Categorie annonce;Titre;Lieu;Prix;Chambres;Date brute;Date estimee;Type logement;Standing;Prix numerique;Chambres numeriques;Date NLP;Jours depuis publication;Annee publication;Mois publication;Jour publication;Quartier nettoye;Latitude;Longitude
Appartement;Appartement F4 avenue Bourguiba immeuble Évoque;Sicap Liberté;900 000 F Cfa;3 chambre;mardi, 12:08;2026-03-24;F4;Meuble;900000;3.0;2026-03-24;2;2026;3;24;Sicap Liberte;14.7229964;-17.4615892
Appartement;APPARTEMENT F4 À LOUER AU ALMADIES RECASEMENT 1;Almadies;450 000 F Cfa;3 chambre;mardi, 11:27;2026-03-24;F4;Standard;450000;3.0;2026-03-24;2;2026;3;24;Almadies;14.7441857;-17.5175251
Appartement;APPARTEMENT HAUT STANDING À NGOR;Ngor;700 000 F Cfa;3 chambre;mardi, 11:27;2026-03-24;Appartement;Luxe;700000;3.0;2026-03-24;2;2026;3;24;Ngor;14.7487915;-17.5149607
Appartement;APPARTEMENT F3 À LOUER A OUAKAM COMICO;Ouakam;200 000 F Cfa;2 chambre;mardi, 11:25;2026-03-24;F3;Standard;200000;2.0;2026-03-24;2;2026;3;24;Ouakam;14.7247367;-17.4850662
Appartement;Appartement à Fann Résidence;Fann;1 000 000 F Cfa;3 chambre;mardi, 10:51;2026-03-24;Appartement;Standard;1000000;3.0;2026-03-24;2;2026;3;24;Fann;14.690791;-17.4665592
Appartement;Bel appartement à Nord Foire (derrière la Boa);Nord foire;325 000 F Cfa;2 chambre;mardi, 09:45;2026-03-24;Appartement;Standard;325000;2.0;2026-03-24;2;2026;3;24;Nord Foire;14.7526822;-17.4601185
Appartement;Appartement spacieux à Rufisque;Rufisque;120 000 F Cfa;3 chambre;mardi, 08:57;2026-03-24;Appartement;Standard;120000;3.0;2026-03-24;2;2026;3;24;Rufisque;14.716417;-17.273844
Appartement;Bel appartement à Ngor Almadies;Ngor;400 000 F Cfa;3 chambre;mardi, 08:57;2026-03-24;Appartement;Standard;400000;3.0;2026-03-24;2;2026;3;24;Ngor;14.7487915;-17.5149607
Appartement;Bel appartement aux Almadies;Almadies;325 000 F Cfa;2 chambre;mardi, 08:56;2026-03-24;Appartement;Standard;325000;2.0;2026-03-24;2;2026;3;24;Almadies;14.7441857;-17.5175251
Appartement;Appartement de haut standing Almadies en résidence;Almadies;1 600 000 F Cfa;3 chambre;mardi, 08:19;2026-03-24;Appartement;Luxe;1600000;3.0;2026-03-24;2;2026;3;24;Almadies;14.7441857;-17.5175251
Appartement;STUDIO MODERNE;Almadies;300 000 F Cfa;1 chambre;mardi, 00:12;2026-03-24;Studio;Standard;300000;1.0;2026-03-24;2;2026;3;24;Almadies;14.7441857;-17.5175251
Appartement;Ref_2924_SEY Des appartements à louer dans le haut plateau;Plateau;3 000 000 F Cfa;4 chambre;lundi, 16:53;2026-03-23;Appartement;Standard;3000000;4.0;2026-03-23;3;2026;3;23;Plateau;14.6768175;-17.4392915
Appartement;Appartement F3 grand standing à louer aux Almadies;Almadies;362 600 F Cfa;;lundi, 15:33;2026-03-23;F3;Standard;362600;3.0;2026-03-23;3;2026;3;23;Almadies;14.7441857;-17.5175251
Appartement;STUDIO A LOUER DIEUPEUL À COTÉ DE MARMITON;Dieuppeul;200 000 F Cfa;1 chambre;lundi, 15:04;2026-03-23;Studio;Standard;200000;1.0;2026-03-23;3;2026;3;23;Dieuppeul;14.7198137;-17.4532312
Appartement;Appartement de 2ch a Sacre Coeur 3 VDN;VDN;275 000 F Cfa;2 chambre;27. févr., 13:19;2026-02-27;Appartement;Standard;275000;2.0;2026-02-27;27;2026;2;27;VDN;14.7842013;-17.3936821
Appartement;F3 VIDE HAUT STANDING AU POINT E , SOUROK 5;Point-e;800 000 F Cfa;;lundi, 13:59;2026-03-23;F3;Luxe;800000;3.0;2026-03-23;3;2026;3;23;Point E;14.6964782;-17.4641817
Appartement;Résidence 790 F5 haut standing à louer;Almadies;1 150 000 F Cfa;4 chambre;lundi, 13:30;2026-03-23;F5;Luxe;1150000;4.0;2026-03-23;3;2026;3;23;Almadies;14.7441857;-17.5175251
Appartement;Résidence Dima F5 HAUT Standing;Yoff;700 000 F Cfa;3 chambre;lundi, 13:28;2026-03-23;F5;Luxe;700000;3.0;2026-03-23;3;2026;3;23;Yoff;14.7603583;-17.468149
Appartement;Appartement centre-ville spacieux avec balcon et vue;Plateau;1 200 000 F Cfa;3 chambre;lundi, 13:22;2026-03-23;Appartement;Standard;1200000;3.0;2026-03-23;3;2026;3;23;Plateau;14.6768175;-17.4392915
Appartement;À LOUER Appartement F3 à Yoff Apecsy;Yoff;350 000 F Cfa;2 chambre;lundi, 13:20;2026-03-23;F3;Standard;350000;2.0;2026-03-23;3;2026;3;23;Yoff;14.7603583;-17.468149
Appartement;Appartement à louer;Parcelles Assainies;185 000 F Cfa;2 chambre;lundi, 12:04;2026-03-23;Appartement;Standard;185000;2.0;2026-03-23;3;2026;3;23;Parcelles Assainies;14.7594072;-17.4384546
Appartement;Appartement à louer centre ville;Plateau;1 000 000 F Cfa;2 chambre;lundi, 11:50;2026-03-23;Appartement;Standard;1000000;2.0;2026-03-23;3;2026;3;23;Plateau;14.6768175;-17.4392915
Appartement;Appartement vue sur mer à louer à Mermoz;Mermoz;1 700 000 F Cfa;2 chambre;lundi, 11:30;2026-03-23;Appartement;Standard;1700000;2.0;2026-03-23;3;2026;3;23;Mermoz;14.7074454;-17.474397
Appartement;F4 Neuf et Moderne au point e;Point-e;1 500 000 F Cfa;3 chambre;11. mars, 15:45;2026-03-11;F4;Standard;1500000;3.0;2026-03-11;15;2026;3;11;Point E;14.6964782;-17.4641817
Appartement;APPARTEMENT AUX MAMELLES;Mamelles;600 000 F Cfa;3 chambre;lundi, 11:13;2026-03-23;Appartement;Standard;600000;3.0;2026-03-23;3;2026;3;23;Mamelles;14.7311563;-17.5003005
Appartement;APPARTEMENT AUX ALMADIES;Almadies;500 000 F Cfa;3 chambre;lundi, 11:12;2026-03-23;Appartement;Standard;500000;3.0;2026-03-23;3;2026;3;23;Almadies;14.7441857;-17.5175251
Appartement;APPARTEMENT NGOR ALMADIES;Almadies;400 000 F Cfa;3 chambre;lundi, 11:12;2026-03-23;Appartement;Standard;400000;3.0;2026-03-23;3;2026;3;23;Almadies;14.7441857;-17.5175251
Appartement;Ref_2893_PL Bel appartement à louer à Mermoz;Mermoz;1 700 000 F Cfa;3 chambre;lundi, 10:54;2026-03-23;Appartement;Standard;1700000;3.0;2026-03-23;3;2026;3;23;Mermoz;14.7074454;-17.474397
Appartement;DUPLEX NEUFS À LOUER CITÉ KEUR GORGUI;Cité keur gorgui;800 000 F Cfa;4 chambre;lundi, 10:11;2026-03-23;Duplex;Standard;800000;4.0;2026-03-23;3;2026;3;23;Cite Keur Gorgui;14.7116889;-17.4687165
Appartement;BUREAUX 4 PIECES À LOUER 2 VOIES SACRÉ COEUR JVC;Sacré-cœur;500 000 F Cfa;4 chambre;lundi, 10:08;2026-03-23;Appartement;Standard;500000;4.0;2026-03-23;3;2026;3;23;Sacré-Cœur;14.7114619;-17.4688689
Appartement;Appartement f4;Ouest foire;300 000 F Cfa;3 chambre;lundi, 10:03;2026-03-23;F4;Standard;300000;3.0;2026-03-23;3;2026;3;23;Ouest Foire;14.7493864;-17.4702084
Appartement;Appartement F4 Haut Standing à louer – Cité Keur Gorgui;Cité keur gorgui;673 000 F Cfa;3 chambre;lundi, 09:55;2026-03-23;F4;Luxe;673000;3.0;2026-03-23;3;2026;3;23;Cite Keur Gorgui;14.7116889;-17.4687165
Appartement;Magnifique appartements a louer a Ngor Almadies;Almadies;650 000 F Cfa;3 chambre;lundi, 09:51;2026-03-23;Appartement;Standard;650000;3.0;2026-03-23;3;2026;3;23;Almadies;14.7441857;-17.5175251
Appartement;Superbe appartement de type F3 à louer;Cité keur gorgui;600 000 F Cfa;2 chambre;lundi, 09:50;2026-03-23;F3;Standard;600000;2.0;2026-03-23;3;2026;3;23;Cite Keur Gorgui;14.7116889;-17.4687165
Appartement;Studio RDC;Cité keur gorgui;200 000 F Cfa;1 chambre;lundi, 09:47;2026-03-23;Studio;Standard;200000;1.0;2026-03-23;3;2026;3;23;Cite Keur Gorgui;14.7116889;-17.4687165
Appartement;Appartement aux Maristes;Hann maristes;250 000 F Cfa;3 chambre;lundi, 08:45;2026-03-23;Appartement;Standard;250000;3.0;2026-03-23;3;2026;3;23;Hann Maristes;14.7302558;-17.432528
Appartement;À louer – Appartement F4 aux Mamelles Extension;Mamelles;400 000 F Cfa;3 chambre;dimanche, 20:33;2026-03-22;F4;Standard;400000;3.0;2026-03-22;4;2026;3;22;Mamelles;14.7311563;-17.5003005
Appartement;APPARTEMENT 7 PIÈCES VUE SUR MER À LOUER À NGOR VIRAGE;Virage;1 500 000 F Cfa;5 chambre;dimanche, 07:26;2026-03-22;Appartement;Standard;1500000;5.0;2026-03-22;4;2026;3;22;Virage;14.7549112;-17.4955253
Appartement;APPARTEMENT;Mamelles;650 000 F Cfa;4 chambre;samedi, 23:59;2026-03-21;Appartement;Standard;650000;4.0;2026-03-21;5;2026;3;21;Mamelles;14.7311563;-17.5003005
Appartement;APPARTEMENT LUXUEUR;Almadies;1 700 000 F Cfa;;samedi, 23:07;2026-03-21;Appartement;Standard;1700000;;2026-03-21;5;2026;3;21;Almadies;14.7441857;-17.5175251
Appartement;Bel et Spacieux Appartement F5 Fann Résidence;Fann;2 750 000 F Cfa;4 chambre;samedi, 17:45;2026-03-21;F5;Standard;2750000;4.0;2026-03-21;5;2026;3;21;Fann;14.690791;-17.4665592
Appartement;Appartement F4 Avec Vue Sur Mer et Terasse au Plateau;Plateau;1 500 000 F Cfa;3 chambre;samedi, 17:43;2026-03-21;F4;Standard;1500000;3.0;2026-03-21;5;2026;3;21;Plateau;14.6768175;-17.4392915
Appartement;APPARTEMENT F3 À LOUER AUX ALMADIES;Almadies;1 800 000 F Cfa;2 chambre;samedi, 16:59;2026-03-21;F3;Standard;1800000;2.0;2026-03-21;5;2026;3;21;Almadies;14.7441857;-17.5175251
Appartement;À louer – Appartement F4 de standing aux Almadies;Almadies;1 800 000 F Cfa;4 chambre;samedi, 16:59;2026-03-21;F4;Standard;1800000;4.0;2026-03-21;5;2026;3;21;Almadies;14.7441857;-17.5175251
Appartement;À LOUER – Superbe appartement avec terrasse sur la VDN;VDN;800 000 F Cfa;3 chambre;samedi, 14:14;2026-03-21;Appartement;Standard;800000;3.0;2026-03-21;5;2026;3;21;VDN;14.7842013;-17.3936821
Appartement;F4 haut standing à louer à Ngor;Ngor;850 000 F Cfa;3 chambre;samedi, 13:57;2026-03-21;F4;Luxe;850000;3.0;2026-03-21;5;2026;3;21;Ngor;14.7487915;-17.5149607
Appartement;Appartement à louer à la Cité Mixta;Cite Mixta;170 000 F Cfa;2 chambre;samedi, 12:20;2026-03-21;Appartement;Standard;170000;2.0;2026-03-21;5;2026;3;21;Cite Mixta;14.7481314;-17.4557184
Appartement;Appartement haut de gamme F3 à louer aux Almadies;Almadies;625 000 F Cfa;2 chambre;samedi, 12:18;2026-03-21;F3;Standard;625000;2.0;2026-03-21;5;2026;3;21;Almadies;14.7441857;-17.5175251
Appartement;Appartement haut de gamme F4 à louer aux Almadies;Almadies;775 000 F Cfa;3 chambre;samedi, 12:18;2026-03-21;F4;Standard;775000;3.0;2026-03-21;5;2026;3;21;Almadies;14.7441857;-17.5175251
Appartement;Appartement à louer à Yoff Onomo;Yoff;750 000 F Cfa;3 chambre;samedi, 12:15;2026-03-21;Appartement;Standard;750000;3.0;2026-03-21;5;2026;3;21;Yoff;14.7603583;-17.468149
Appartement;Appartement a louer à Ouest foire;Ouest foire;260 000 F Cfa;2 chambre;samedi, 12:04;2026-03-21;Appartement;Standard;260000;2.0;2026-03-21;5;2026;3;21;Ouest Foire;14.7493864;-17.4702084
Appartement;Très bel appartement Mermoz;Mermoz;1 400 000 F Cfa;3 chambre;mardi, 09:02;2026-03-24;Appartement;Standard;1400000;3.0;2026-03-24;2;2026;3;24;Mermoz;14.7074454;-17.474397
Appartement;APPARTEMENT F4 À LOUER AUX ALMADIES SUR LA ROUTE DU MÉRIDIEN;Almadies;1 200 000 F Cfa;3 chambre;samedi, 01:45;2026-03-21;F4;Standard;1200000;3.0;2026-03-21;5;2026;3;21;Almadies;14.7441857;-17.5175251
Appartement;Appartement F4 185 m2 haut standing au POINT E;Point-e;1 100 000 F Cfa;3 chambre;vendredi, 22:40;2026-03-20;F4;Luxe;1100000;3.0;2026-03-20;6;2026;3;20;Point E;14.6964782;-17.4641817
Appartement;Appartement F4 249m2 au POINT E;Point-e;1 350 000 F Cfa;3 chambre;vendredi, 22:30;2026-03-20;F4;Standard;1350000;3.0;2026-03-20;6;2026;3;20;Point E;14.6964782;-17.4641817
Appartement;Corniche Ouakan cité africa duplex à louer jean Mermoz;Ouakam;3 800 000 F Cfa;4 chambre;lundi, 11:49;2026-03-23;Duplex;Standard;3800000;4.0;2026-03-23;3;2026;3;23;Ouakam;14.7247367;-17.4850662
Appartement;F4 neuf à louer à Mermoz;Mermoz;800 000 F Cfa;3 chambre;vendredi, 20:08;2026-03-20;F4;Standard;800000;3.0;2026-03-20;6;2026;3;20;Mermoz;14.7074454;-17.474397
Appartement;F3 meublé à louer longue durée Almadies;Almadies;850 000 F Cfa;2 chambre;lundi, 12:26;2026-03-23;F3;Meuble;850000;2.0;2026-03-23;3;2026;3;23;Almadies;14.7441857;-17.5175251
Appartement;Appartement F3 Almadies recasement à louer;Almadies;560 000 F Cfa;2 chambre;vendredi, 20:00;2026-03-20;F3;Standard;560000;2.0;2026-03-20;6;2026;3;20;Almadies;14.7441857;-17.5175251
Appartement;Ref_2706_GL F4 avec une vue dégagée à louer aux Almadies;Almadies;1 300 000 F Cfa;3 chambre;vendredi, 17:10;2026-03-20;F4;Standard;1300000;3.0;2026-03-20;6;2026;3;20;Almadies;14.7441857;-17.5175251
Appartement;Appartement 3ch salon rdc a Yoff Virage;Yoff;518 000 F Cfa;3 chambre;vendredi, 15:27;2026-03-20;Appartement;Standard;518000;3.0;2026-03-20;6;2026;3;20;Yoff;14.7603583;-17.468149
Appartement;Appartement à louer à la Cité Keur Gorgui;Cité keur gorgui;750 000 F Cfa;3 chambre;vendredi, 15:22;2026-03-20;Appartement;Standard;750000;3.0;2026-03-20;6;2026;3;20;Cite Keur Gorgui;14.7116889;-17.4687165
Appartement;Point e/ Très beaux appartements disponibles à PALAZZO SUIT;Point-e;800 000 F Cfa;3 chambre;22. déc. '25, 12:51;2025-12-22;Appartement;Standard;800000;3.0;2025-12-22;94;2025;12;22;Point E;14.6964782;-17.4641817
Appartement;Appartement moderne lumineux avec cuisine équipée;Ouakam;800 000 F Cfa;2 chambre;vendredi, 13:19;2026-03-20;Appartement;Meuble;800000;2.0;2026-03-20;6;2026;3;20;Ouakam;14.7247367;-17.4850662
Appartement;Des appartements à louer usage habitation ou bureaux;Liberte 6;275 000 F Cfa;2 chambre;vendredi, 13:17;2026-03-20;Appartement;Standard;275000;2.0;2026-03-20;6;2026;3;20;Liberte 6;14.7310352;-17.4610459
Appartement;Appartements sur immeuble R+2 au virage;Virage;1 200 000 F Cfa;;vendredi, 10:32;2026-03-20;Immeuble;Meuble;1200000;;2026-03-20;6;2026;3;20;Virage;14.7549112;-17.4955253
Appartement;F4 A LOUER;Liberte 6 extension;350 000 F Cfa;3 chambre;vendredi, 10:03;2026-03-20;F4;Standard;350000;3.0;2026-03-20;6;2026;3;20;Liberte 6 Extension;14.7334942;-17.4671607
Appartement;Appartement F4 neuf route du King Fahd;Almadies;1 390 000 F Cfa;3 chambre;vendredi, 10:01;2026-03-20;F4;Standard;1390000;3.0;2026-03-20;6;2026;3;20;Almadies;14.7441857;-17.5175251
Appartement;Apt F4 jamais habité au point E;Point-e;850 000 F Cfa;3 chambre;vendredi, 00:15;2026-03-20;F4;Standard;850000;3.0;2026-03-20;6;2026;3;20;Point E;14.6964782;-17.4641817
Appartement;Très jolie apt F4 meublé au point E;Point-e;1 100 000 F Cfa;3 chambre;12. mars, 15:53;2026-03-12;F4;Meuble;1100000;3.0;2026-03-12;14;2026;3;12;Point E;14.6964782;-17.4641817
Appartement;Appartement aux mamelles;Mamelles;550 000 F Cfa;3 chambre;12. mars, 15:27;2026-03-12;Appartement;Standard;550000;3.0;2026-03-12;14;2026;3;12;Mamelles;14.7311563;-17.5003005
Appartement;Appartement vue sur mer à louer à Mermoz;Mermoz;1 699 999 F Cfa;2 chambre;12. mars, 15:10;2026-03-12;Appartement;Standard;1699999;2.0;2026-03-12;14;2026;3;12;Mermoz;14.7074454;-17.474397
Appartement;Appartement à louer à Karack;Amitié;800 000 F Cfa;2 chambre;12. mars, 13:41;2026-03-12;Appartement;Standard;800000;2.0;2026-03-12;14;2026;3;12;Amitie;14.7030079;-17.4586932
Appartement;Appartement, propre et confortable à louer;Point-e;850 000 F Cfa;3 chambre;12. déc. '25, 13:09;2025-12-12;Appartement;Standard;850000;3.0;2025-12-12;104;2025;12;12;Point E;14.6964782;-17.4641817
Appartement;Appartement à louer à Mermoz;Mermoz;850 000 F Cfa;3 chambre;12. mars, 12:44;2026-03-12;Appartement;Standard;850000;3.0;2026-03-12;14;2026;3;12;Mermoz;14.7074454;-17.474397
Appartement;À louer mini studio – Sicap Keur Massar;Keur Massar;75 000 F Cfa;1 chambre;12. mars, 11:48;2026-03-12;Studio;Standard;75000;1.0;2026-03-12;14;2026;3;12;Keur Massar;14.7822567;-17.311199
Appartement;APPARTEMENT AUX ALMADIES;Almadies;350 000 F Cfa;2 chambre;12. mars, 11:10;2026-03-12;Appartement;Standard;350000;2.0;2026-03-12;14;2026;3;12;Almadies;14.7441857;-17.5175251
Appartement;APPARTEMENT AUX MAMELLES;Mamelles;500 000 F Cfa;2 chambre;12. mars, 11:10;2026-03-12;Appartement;Standard;500000;2.0;2026-03-12;14;2026;3;12;Mamelles;14.7311563;-17.5003005
Appartement;APPARTEMENT AUX MAMELLES;Mamelles;500 000 F Cfa;2 chambre;12. mars, 11:09;2026-03-12;Appartement;Standard;500000;2.0;2026-03-12;14;2026;3;12;Mamelles;14.7311563;-17.5003005
Appartement;APPARTEMENTS A LOUER CITE BIAGUI;Cité biagui;800 000 F Cfa;3 chambre;12. mars, 11:08;2026-03-12;Appartement;Standard;800000;3.0;2026-03-12;14;2026;3;12;Cite Biagui;14.7598453;-17.4854093
Appartement;APPARTEMENT AUX ALMADIES;Almadies;600 000 F Cfa;3 chambre;12. mars, 11:07;2026-03-12;Appartement;Standard;600000;3.0;2026-03-12;14;2026;3;12;Almadies;14.7441857;-17.5175251
Appartement;Ref_2711_GL Appartements F5 à louer en Centre-Ville;Dakar;1 500 000 F Cfa;4 chambre;12. mars, 11:00;2026-03-12;F5;Standard;1500000;4.0;2026-03-12;14;2026;3;12;Dakar;14.693425;-17.447938
Appartement;Duplex F6 de standing à louer à Mermoz;Mermoz;1 000 000 F Cfa;5 chambre;12. mars, 10:34;2026-03-12;F6;Standard;1000000;5.0;2026-03-12;14;2026;3;12;Mermoz;14.7074454;-17.474397
Appartement;Magnifique appartement de type F4 à louer;Point-e;800 000 F Cfa;3 chambre;12. mars, 10:30;2026-03-12;F4;Standard;800000;3.0;2026-03-12;14;2026;3;12;Point E;14.6964782;-17.4641817
Appartement;Magnifique Appartement F4 à louer à Fann Hock;Fann Hock;1 800 000 F Cfa;3 chambre;12. mars, 10:13;2026-03-12;F4;Standard;1800000;3.0;2026-03-12;14;2026;3;12;Fann Hock;14.6801353;-17.4628058
Appartement;F3 à Louer au Virage;Virage;700 000 F Cfa;2 chambre;12. mars, 10:06;2026-03-12;F3;Standard;700000;2.0;2026-03-12;14;2026;3;12;Virage;14.7549112;-17.4955253
Appartement;Appartement à louer à la sicap Karack;Karack;700 000 F Cfa;3 chambre;6. mars, 11:34;2026-03-06;Appartement;Standard;700000;3.0;2026-03-06;20;2026;3;6;Karack;14.7064306;-17.4663771
Appartement;Appartement à louer à sacré coeur 3;Sacré-cœur;600 000 F Cfa;3 chambre;10. mars, 12:08;2026-03-10;Appartement;Standard;600000;3.0;2026-03-10;16;2026;3;10;Sacré-Cœur;14.7114619;-17.4688689
Appartement;Appartement spacieux aux Almadies (derrière la BIS);Almadies;250 000 F Cfa;2 chambre;12. mars, 09:23;2026-03-12;Appartement;Standard;250000;2.0;2026-03-12;14;2026;3;12;Almadies;14.7441857;-17.5175251
Appartement;Appartement F3 de haut standing à louer à la Résidence SIKI;Ngor;800 000 F Cfa;2 chambre;12. mars, 08:31;2026-03-12;F3;Luxe;800000;2.0;2026-03-12;14;2026;3;12;Ngor;14.7487915;-17.5149607
Appartement;Appartement F4 luxueux avec piscine – Almadies;Almadies;1 400 000 F Cfa;3 chambre;jeudi, 09:47;2026-03-19;F4;Luxe;1400000;3.0;2026-03-19;7;2026;3;19;Almadies;14.7441857;-17.5175251
Appartement;Studio à louer à Sacré Cœur 3 extension;Sacré-cœur;200 000 F Cfa;1 chambre;12. mars, 08:26;2026-03-12;Studio;Standard;200000;1.0;2026-03-12;14;2026;3;12;Sacré-Cœur;14.7114619;-17.4688689
Appartement;Studio à louer Zac Mbao;Zac Mbao;120 000 F Cfa;1 chambre;12. mars, 08:22;2026-03-12;Studio;Standard;120000;1.0;2026-03-12;14;2026;3;12;ZAC Mbao;14.7304126;-17.3021447
Appartement;Duplex très moderne avec terrasse à ngor;Ngor;550 000 F Cfa;2 chambre;11. mars, 21:46;2026-03-11;Duplex;Standard;550000;2.0;2026-03-11;15;2026;3;11;Ngor;14.7487915;-17.5149607
Appartement;Appartement F3 à louer Mermoz-Batrain;Mermoz;325 000 F Cfa;2 chambre;11. mars, 20:33;2026-03-11;F3;Standard;325000;2.0;2026-03-11;15;2026;3;11;Mermoz;14.7074454;-17.474397
Appartement;Appartement à louer au virage F4;Virage;650 000 F Cfa;3 chambre;11. mars, 20:21;2026-03-11;F4;Standard;650000;3.0;2026-03-11;15;2026;3;11;Virage;14.7549112;-17.4955253
Appartement;Appartement non meublé Mamelles extension proche J.MERMOZ;Mamelles;500 000 F Cfa;3 chambre;11. mars, 18:04;2026-03-11;Appartement;Meuble;500000;3.0;2026-03-11;15;2026;3;11;Mamelles;14.7311563;-17.5003005
Appartement;F4 grand standing à louer à Ngor;Ngor;1 000 000 F Cfa;3 chambre;11. mars, 15:53;2026-03-11;F4;Standard;1000000;3.0;2026-03-11;15;2026;3;11;Ngor;14.7487915;-17.5149607
Appartement;F3 Neuf à louer à Recasement Almadies;Almadies;500 000 F Cfa;2 chambre;11. mars, 15:52;2026-03-11;F3;Standard;500000;2.0;2026-03-11;15;2026;3;11;Almadies;14.7441857;-17.5175251
Appartement;F4 Neuf à louer au point e;Point-e;1 500 000 F Cfa;3 chambre;11. mars, 15:46;2026-03-11;F4;Standard;1500000;3.0;2026-03-11;15;2026;3;11;Point E;14.6964782;-17.4641817
Appartement;F4 neuf à louer cité CPI VDN;Ouakam;400 000 F Cfa;3 chambre;11. mars, 15:36;2026-03-11;F4;Standard;400000;3.0;2026-03-11;15;2026;3;11;Ouakam;14.7247367;-17.4850662
Appartement;Appartement Haut Standing Neuf Almadies 202 m2;Almadies;1 600 000 F Cfa;3 chambre;lundi, 22:32;2026-03-23;Appartement;Luxe;1600000;3.0;2026-03-23;3;2026;3;23;Almadies;14.7441857;-17.5175251
Appartement;Magnifique F4 Neuf aux Mamelles;Mamelles;750 000 F Cfa;3 chambre;11. mars, 15:33;2026-03-11;F4;Standard;750000;3.0;2026-03-11;15;2026;3;11;Mamelles;14.7311563;-17.5003005
Appartement;Studio à louer au 1er étage à Baobab grand mbao;Mbao;120 000 F Cfa;1 chambre;11. mars, 15:02;2026-03-11;Studio;Standard;120000;1.0;2026-03-11;15;2026;3;11;Mbao;14.7394106;-17.3177885
Appartement;Trois chambres à louer par mois;Almadies;450 000 F Cfa;3 chambre;11. mars, 14:47;2026-03-11;Chambre;Standard;450000;3.0;2026-03-11;15;2026;3;11;Almadies;14.7441857;-17.5175251
Appartement;F3 A LOUER;Ouest foire;250 000 F Cfa;2 chambre;11. mars, 14:32;2026-03-11;F3;Standard;250000;2.0;2026-03-11;15;2026;3;11;Ouest Foire;14.7493864;-17.4702084
Appartement;Magnifique mini-studio équipé à Mermoz;Mermoz;250 000 F Cfa;1 chambre;9. mars, 10:24;2026-03-09;Studio;Meuble;250000;1.0;2026-03-09;17;2026;3;9;Mermoz;14.7074454;-17.474397
Appartement;Studio à louer à Sacré Cœur 3;Sicap Sacré-cœur;250 000 F Cfa;1 chambre;11. mars, 13:30;2026-03-11;Studio;Standard;250000;1.0;2026-03-11;15;2026;3;11;Sicap Sacré-Cœur;14.70435;-17.4622074
Appartement;Ref_2917_GL Duplex de standing à Louer – 8e et 9e étage;Point-e;3 000 000 F Cfa;4 chambre;11. mars, 13:11;2026-03-11;Duplex;Standard;3000000;4.0;2026-03-11;15;2026;3;11;Point E;14.6964782;-17.4641817
Appartement;Ref_2917_GL – Appartements neufs à louer – Point E;Point-e;1 400 000 F Cfa;3 chambre;11. mars, 13:09;2026-03-11;Appartement;Standard;1400000;3.0;2026-03-11;15;2026;3;11;Point E;14.6964782;-17.4641817
Appartement;Appartement louer parcelles unité 15 vdn;Parcelles Assainies;200 000 F Cfa;2 chambre;11. mars, 12:22;2026-03-11;Appartement;Standard;200000;2.0;2026-03-11;15;2026;3;11;Parcelles Assainies;14.7594072;-17.4384546
Appartement;APPARTEMENT NEUF STANDING À LOUER LIBERTÉ 5;Liberte 5;800 000 F Cfa;3 chambre;11. mars, 12:22;2026-03-11;Appartement;Standard;800000;3.0;2026-03-11;15;2026;3;11;Liberte 5;14.7204627;-17.4644905
Appartement;Villa à louer à la cite ISRA HAN MARINAS;Point-e;1 000 000 F Cfa;;11. mars, 11:42;2026-03-11;Villa;Standard;1000000;;2026-03-11;15;2026;3;11;Point E;14.6964782;-17.4641817
Appartement;Appartement à louer à Mermoz;Mermoz;350 000 F Cfa;;11. mars, 11:17;2026-03-11;Appartement;Standard;350000;;2026-03-11;15;2026;3;11;Mermoz;14.7074454;-17.474397
Appartement;Appartement à louer aux Almadies;Almadies;1 100 000 F Cfa;;11. mars, 11:06;2026-03-11;Appartement;Standard;1100000;;2026-03-11;15;2026;3;11;Almadies;14.7441857;-17.5175251
Appartement;Appartement à louer au Virage;Virage;950 000 F Cfa;4 chambre;11. mars, 09:22;2026-03-11;Appartement;Standard;950000;4.0;2026-03-11;15;2026;3;11;Virage;14.7549112;-17.4955253
Appartement;Trois chambres à louer par mois;Cité biagui;800 000 F Cfa;3 chambre;11. mars, 09:10;2026-03-11;Chambre;Standard;800000;3.0;2026-03-11;15;2026;3;11;Cite Biagui;14.7598453;-17.4854093
Appartement;Appartements à louer Fann Résidence;Fann;1 300 000 F Cfa;;11. mars, 09:04;2026-03-11;Appartement;Standard;1300000;;2026-03-11;15;2026;3;11;Fann;14.690791;-17.4665592
Appartement;Appartement à louer 3 chambres Salon;Dakar;700 000 F Cfa;3 chambre;10. mars, 20:11;2026-03-10;Chambre;Standard;700000;3.0;2026-03-10;16;2026;3;10;Dakar;14.693425;-17.447938
Appartement;Appartement à louer dans le haut plateau corniche;Plateau;2 500 000 F Cfa;3 chambre;10. mars, 19:29;2026-03-10;Appartement;Standard;2500000;3.0;2026-03-10;16;2026;3;10;Plateau;14.6768175;-17.4392915
Appartement;F4 A LOUER;Almadies;600 000 F Cfa;3 chambre;10. mars, 17:46;2026-03-10;F4;Standard;600000;3.0;2026-03-10;16;2026;3;10;Almadies;14.7441857;-17.5175251
