Categorie annonce;Titre;Lieu;Prix;Chambres;Date brute;Date estimee;Type logement;Standing;Prix numerique;Chambres numeriques;Date NLP;Jours depuis publication;Annee publication;Mois publication;Jour publication;Quartier nettoye;Latitude;Longitude
Appartement;Appartement F4 non meublé à louer;Zone de captage;450 000 F Cfa;3 chambre;3. févr., 10:48;2026-02-03;F4;Meuble;450000;3.0;2026-02-03;51;2026;2;3;Zone De Captage;14.7340917;-17.4430318
Appartement;Appartement de type F3 à louer au mamelle cité mbackiou Faye;Dakar;450 000 F Cfa;2 chambre;25. févr., 14:05;2026-02-25;F3;Standard;450000;2.0;2026-02-25;29;2026;2;25;Dakar;14.693425;-17.447938
Appartement;Location F5 non meublé – Almadies (Résidence 790);Almadies;1 000 000 F Cfa;3 chambre;Aujourd'hui, 11:39;2026-03-26;F5;Meuble;1000000;3.0;2026-03-26;0;2026;3;26;Almadies;14.7441857;-17.5175251
Appartement;Mini studio à louer;Parcelles Assainies;100 000 F Cfa;1 chambre;Aujourd'hui, 15:40;2026-03-26;Studio;Standard;100000;1.0;2026-03-26;0;2026;3;26;Parcelles Assainies;14.7594072;-17.4384546
Appartement;Magnifique appartement de type F5 à louer;Nord foire;350 000 F Cfa;4 chambre;Aujourd'hui, 15:40;2026-03-26;F5;Standard;350000;4.0;2026-03-26;0;2026;3;26;Nord Foire;14.7526822;-17.4601185
Appartement;Magnifique Studio à louer;Zone de captage;250 000 F Cfa;1 chambre;Aujourd'hui, 15:39;2026-03-26;Studio;Standard;250000;1.0;2026-03-26;0;2026;3;26;Zone De Captage;14.7340917;-17.4430318
Appartement;Studio à louer;Ouakam;200 000 F Cfa;1 chambre;Aujourd'hui, 15:39;2026-03-26;Studio;Standard;200000;1.0;2026-03-26;0;2026;3;26;Ouakam;14.7247367;-17.4850662
Appartement;Magnifique appartement de type F3 à louer;Ouakam;250 000 F Cfa;2 chambre;Aujourd'hui, 15:38;2026-03-26;F3;Standard;250000;2.0;2026-03-26;0;2026;3;26;Ouakam;14.7247367;-17.4850662
Appartement;Magnifique appartement de type F3 à louer;Ouakam;350 000 F Cfa;2 chambre;Aujourd'hui, 15:37;2026-03-26;F3;Standard;350000;2.0;2026-03-26;0;2026;3;26;Ouakam;14.7247367;-17.4850662
Appartement;Magnifique studio à louer à Batrain;Ouakam;250 000 F Cfa;1 chambre;Aujourd'hui, 15:37;2026-03-26;Studio;Standard;250000;1.0;2026-03-26;0;2026;3;26;Ouakam;14.7247367;-17.4850662
Appartement;Appartement a louer aux mamelles;Mamelles;600 000 F Cfa;;Aujourd'hui, 15:36;2026-03-26;Appartement;Standard;600000;;2026-03-26;0;2026;3;26;Mamelles;14.7311563;-17.5003005
Appartement;Corniche Almadie appartement à louer aux 2 Eme étage;Almadies;1 700 000 F Cfa;3 chambre;Aujourd'hui, 15:26;2026-03-26;Appartement;Standard;1700000;3.0;2026-03-26;0;2026;3;26;Almadies;14.7441857;-17.5175251
Appartement;Très bel appartement de type F4 à louer;Almadies;2 000 000 F Cfa;3 chambre;Aujourd'hui, 15:35;2026-03-26;F4;Standard;2000000;3.0;2026-03-26;0;2026;3;26;Almadies;14.7441857;-17.5175251
Appartement;Appartement F5 – Almadies (derrière Free Mobile);Almadies;1 000 000 F Cfa;4 chambre;Aujourd'hui, 15:34;2026-03-26;F5;Standard;1000000;4.0;2026-03-26;0;2026;3;26;Almadies;14.7441857;-17.5175251
Appartement;Appartement T4 à mermoz;Mermoz;750 000 F Cfa;3 chambre;Aujourd'hui, 15:23;2026-03-26;T4;Standard;750000;3.0;2026-03-26;0;2026;3;26;Mermoz;14.7074454;-17.474397
Appartement;Appartement F3 à louer à sicap foire;Sicap foire;300 000 F Cfa;;Aujourd'hui, 15:12;2026-03-26;F3;Standard;300000;3.0;2026-03-26;0;2026;3;26;Sicap Foire;14.7413339;-17.4652931
Appartement;Appartement F3 à louer à liberté 3;Liberte 3;400 000 F Cfa;2 chambre;Aujourd'hui, 15:12;2026-03-26;F3;Standard;400000;2.0;2026-03-26;0;2026;3;26;Liberte 3;14.7163529;-17.4529293
Appartement;A louer un Joli appartement cite mixta 1etage;Cite Mixta;380 000 F Cfa;3 chambre;Aujourd'hui, 14:45;2026-03-26;Appartement;Standard;380000;3.0;2026-03-26;0;2026;3;26;Cite Mixta;14.7481314;-17.4557184
Appartement;Appartement spacieux Batrain (non loin Auchan mermoz);Ouakam;400 000 F Cfa;3 chambre;Aujourd'hui, 14:30;2026-03-26;Appartement;Standard;400000;3.0;2026-03-26;0;2026;3;26;Ouakam;14.7247367;-17.4850662
Appartement;Appartement F4 à louer à Keur Mbaye Fall;Rufisque;190 000 F Cfa;3 chambre;Aujourd'hui, 14:04;2026-03-26;F4;Standard;190000;3.0;2026-03-26;0;2026;3;26;Rufisque;14.716417;-17.273844
Appartement;Appartement F4 à louer à la Cité CPI;VDN;500 000 F Cfa;3 chambre;Aujourd'hui, 13:56;2026-03-26;F4;Standard;500000;3.0;2026-03-26;0;2026;3;26;VDN;14.7842013;-17.3936821
Appartement;Appartement F5 à la Résidence Ozone Virage;Virage;1 400 000 F Cfa;4 chambre;Aujourd'hui, 13:43;2026-03-26;F5;Standard;1400000;4.0;2026-03-26;0;2026;3;26;Virage;14.7549112;-17.4955253
Appartement;Appartement F4 à louer – Mermoz;Mermoz;1 400 000 F Cfa;3 chambre;Aujourd'hui, 13:05;2026-03-26;F4;Standard;1400000;3.0;2026-03-26;0;2026;3;26;Mermoz;14.7074454;-17.474397
Appartement;Superbe appartement au Point E;Point-e;1 200 000 F Cfa;3 chambre;Aujourd'hui, 13:01;2026-03-26;Appartement;Standard;1200000;3.0;2026-03-26;0;2026;3;26;Point E;14.6964782;-17.4641817
Appartement;Appartement F4 à l'immeuble KALYA Zone de Captage;Zone de captage;400 000 F Cfa;3 chambre;Aujourd'hui, 12:40;2026-03-26;F4;Meuble;400000;3.0;2026-03-26;0;2026;3;26;Zone De Captage;14.7340917;-17.4430318
Appartement;Ref_2929_PL Appartement F4 à louer au point E;Point-e;800 000 F Cfa;3 chambre;Aujourd'hui, 12:02;2026-03-26;F4;Standard;800000;3.0;2026-03-26;0;2026;3;26;Point E;14.6964782;-17.4641817
Appartement;Appartement F4 à usage de bureau;VDN;364 800 F Cfa;;Aujourd'hui, 11:59;2026-03-26;F4;Standard;364800;4.0;2026-03-26;0;2026;3;26;VDN;14.7842013;-17.3936821
Appartement;Ref_2929_PL Appartement F4 à louer au point E;Point-e;800 000 F Cfa;2 chambre;Aujourd'hui, 11:54;2026-03-26;F4;Standard;800000;2.0;2026-03-26;0;2026;3;26;Point E;14.6964782;-17.4641817
Appartement;Appartement a louer au Virage;Virage;1 000 000 F Cfa;;Aujourd'hui, 12:02;2026-03-26;Appartement;Standard;1000000;;2026-03-26;0;2026;3;26;Virage;14.7549112;-17.4955253
Appartement;Bel appartement moderne à la Cité Horizon;VDN;500 000 F Cfa;3 chambre;Aujourd'hui, 11:46;2026-03-26;Appartement;Standard;500000;3.0;2026-03-26;0;2026;3;26;VDN;14.7842013;-17.3936821
Appartement;Studio moderne aux Almadies;Almadies;250 000 F Cfa;1 chambre;Aujourd'hui, 11:42;2026-03-26;Studio;Standard;250000;1.0;2026-03-26;0;2026;3;26;Almadies;14.7441857;-17.5175251
Appartement;Appartement F4 à louer sur la VDN;VDN;410 000 F Cfa;3 chambre;Aujourd'hui, 11:38;2026-03-26;F4;Standard;410000;3.0;2026-03-26;0;2026;3;26;VDN;14.7842013;-17.3936821
Appartement;Appartement F3 à louer à la rue carnot;Plateau;600 000 F Cfa;;Aujourd'hui, 11:38;2026-03-26;F3;Standard;600000;3.0;2026-03-26;0;2026;3;26;Plateau;14.6768175;-17.4392915
Appartement;Duplex disponible avec terrasse;Virage;1 500 000 F Cfa;;Aujourd'hui, 11:38;2026-03-26;Duplex;Standard;1500000;;2026-03-26;0;2026;3;26;Virage;14.7549112;-17.4955253
Appartement;Appartement F4 à louer aux almadies;Almadies;1 400 000 F Cfa;;Aujourd'hui, 11:34;2026-03-26;F4;Standard;1400000;4.0;2026-03-26;0;2026;3;26;Almadies;14.7441857;-17.5175251
Appartement;Appartement f4 high standing à louer au virage;Virage;1 300 000 F Cfa;3 chambre;Aujourd'hui, 11:29;2026-03-26;F4;Standard;1300000;3.0;2026-03-26;0;2026;3;26;Virage;14.7549112;-17.4955253
Appartement;Ref_2929_PL Appartement F2 à louer – Point E;Point-e;500 000 F Cfa;1 chambre;Aujourd'hui, 10:57;2026-03-26;F2;Standard;500000;1.0;2026-03-26;0;2026;3;26;Point E;14.6964782;-17.4641817
Appartement;Appartement F4 à louer – Ouest Foire;Ouest foire;415 000 F Cfa;3 chambre;Aujourd'hui, 10:29;2026-03-26;F4;Standard;415000;3.0;2026-03-26;0;2026;3;26;Ouest Foire;14.7493864;-17.4702084
Appartement;APPARTEMENT HAUT STANDING À VENDRE/À LOUER AUX ALMADIES;Almadies;3 000 000 F Cfa;5 chambre;Aujourd'hui, 08:52;2026-03-26;Appartement;Luxe;3000000;5.0;2026-03-26;0;2026;3;26;Almadies;14.7441857;-17.5175251
Appartement;Appartement à la Fenêtre Mermoz;Fenêtre mermoz;750 000 F Cfa;3 chambre;Aujourd'hui, 08:28;2026-03-26;Appartement;Standard;750000;3.0;2026-03-26;0;2026;3;26;Mermoz;14.7074454;-17.474397
Appartement;Studio a louer a liberte 6 extention;Liberte 6 extension;260 000 F Cfa;1 chambre;Aujourd'hui, 07:30;2026-03-26;Studio;Standard;260000;1.0;2026-03-26;0;2026;3;26;Liberte 6 Extension;14.7334942;-17.4671607
Appartement;Ref_2929_PL – Appartement à louer à Point E;Point-e;500 000 F Cfa;1 chambre;Hier, 17:03;2026-03-25;Appartement;Standard;500000;1.0;2026-03-25;1;2026;3;25;Point E;14.6964782;-17.4641817
Appartement;Superbe appartement de type F4 à louer;Ouakam;450 000 F Cfa;3 chambre;Hier, 16:59;2026-03-25;F4;Standard;450000;3.0;2026-03-25;1;2026;3;25;Ouakam;14.7247367;-17.4850662
Appartement;Appartement moderne avec balcon et garage sécurisé;Almadies;1 500 000 F Cfa;4 chambre;Hier, 16:46;2026-03-25;Appartement;Standard;1500000;4.0;2026-03-25;1;2026;3;25;Almadies;14.7441857;-17.5175251
Appartement;Appartements neufs à louer au Virage;Virage;1 200 000 F Cfa;4 chambre;Hier, 16:45;2026-03-25;Appartement;Standard;1200000;4.0;2026-03-25;1;2026;3;25;Virage;14.7549112;-17.4955253
Appartement;A LOUER DUPLEX DE STANDING - POINT E - RÉSIDENCE AMBREY;Point-e;1 600 000 F Cfa;3 chambre;Hier, 16:12;2026-03-25;Duplex;Standard;1600000;3.0;2026-03-25;1;2026;3;25;Point E;14.6964782;-17.4641817
Appartement;Studio à louer à dakar plateau, centre ville;Plateau;400 000 F Cfa;;Hier, 15:47;2026-03-25;Studio;Standard;400000;1.0;2026-03-25;1;2026;3;25;Plateau;14.6768175;-17.4392915
Appartement;Ref_2930_GL Appartement à louer au Point E;Point-e;1 000 000 F Cfa;3 chambre;Aujourd'hui, 15:14;2026-03-26;Appartement;Standard;1000000;3.0;2026-03-26;0;2026;3;26;Point E;14.6964782;-17.4641817
Appartement;F4 haut standing a louer a Aquanique Residence / Virage.;Virage;1 500 000 F Cfa;3 chambre;Hier, 15:25;2026-03-25;F4;Luxe;1500000;3.0;2026-03-25;1;2026;3;25;Virage;14.7549112;-17.4955253
Appartement;Appartement Duplex d'Exception sur la corniche de Dakar;Corniche;1 300 000 F Cfa;3 chambre;mardi, 12:43;2026-03-24;Duplex;Standard;1300000;3.0;2026-03-24;2;2026;3;24;Corniche;14.703011;-17.4789332
Appartement;Studio à louer à Ouest Foire;Ouest foire;175 000 F Cfa;1 chambre;Aujourd'hui, 10:18;2026-03-26;Studio;Standard;175000;1.0;2026-03-26;0;2026;3;26;Ouest Foire;14.7493864;-17.4702084
Appartement;Trois chambres à louer par mois;Almadies;650 000 F Cfa;3 chambre;Hier, 09:48;2026-03-25;Chambre;Standard;650000;3.0;2026-03-25;1;2026;3;25;Almadies;14.7441857;-17.5175251
Appartement;Villa à louer à la cité Teylium VDN;VDN;3 000 000 F Cfa;;Hier, 12:15;2026-03-25;Villa;Standard;3000000;;2026-03-25;1;2026;3;25;VDN;14.7842013;-17.3936821
Appartement;Mini-studio à louer à keur massar;Keur Massar;200 000 F Cfa;1 chambre;Hier, 12:14;2026-03-25;Studio;Standard;200000;1.0;2026-03-25;1;2026;3;25;Keur Massar;14.7822567;-17.311199
Appartement;Ref_2928_GL Beaux F4 neufs à louer à Sacré-Cœur 3;Sacré-cœur;700 000 F Cfa;3 chambre;Hier, 12:02;2026-03-25;F4;Standard;700000;3.0;2026-03-25;1;2026;3;25;Sacré-Cœur;14.7114619;-17.4688689
Appartement;Ref_2928_GL Beaux F2 neufs à louer à Sacré-Cœur 3;Sacré-cœur;250 000 F Cfa;1 chambre;Hier, 12:01;2026-03-25;F2;Standard;250000;1.0;2026-03-25;1;2026;3;25;Sacré-Cœur;14.7114619;-17.4688689
Appartement;Appartement sur la corniche;Almadies;1 499 999 F Cfa;3 chambre;Hier, 11:57;2026-03-25;Appartement;Standard;1499999;3.0;2026-03-25;1;2026;3;25;Almadies;14.7441857;-17.5175251
Appartement;Appartement avec ascenseur privé;Almadies;1 000 000 F Cfa;4 chambre;Hier, 11:44;2026-03-25;Appartement;Standard;1000000;4.0;2026-03-25;1;2026;3;25;Almadies;14.7441857;-17.5175251
Appartement;F2 de 58 m2;Virage;550 000 F Cfa;1 chambre;Hier, 11:33;2026-03-25;F2;Standard;550000;1.0;2026-03-25;1;2026;3;25;Virage;14.7549112;-17.4955253
Appartement;Appartement à louer au Point E.;Point-e;600 000 F Cfa;;Hier, 11:14;2026-03-25;Appartement;Standard;600000;;2026-03-25;1;2026;3;25;Point E;14.6964782;-17.4641817
Appartement;Appartement à louer sur la Corniche de Ouakam;Corniche;500 000 F Cfa;3 chambre;Aujourd'hui, 12:31;2026-03-26;Appartement;Standard;500000;3.0;2026-03-26;0;2026;3;26;Corniche;14.703011;-17.4789332
Appartement;Appartement à louer Mamelle;Mamelles;500 000 F Cfa;3 chambre;lundi, 13:14;2026-03-23;Appartement;Standard;500000;3.0;2026-03-23;3;2026;3;23;Mamelles;14.7311563;-17.5003005
Appartement;Magnifique appartement NGOR Almadies;Almadies;980 000 F Cfa;3 chambre;Hier, 10:57;2026-03-25;Appartement;Standard;980000;3.0;2026-03-25;1;2026;3;25;Almadies;14.7441857;-17.5175251
Appartement;Appartement vue sur la Rte du King Fahd;Almadies;3 000 000 F Cfa;3 chambre;Hier, 10:46;2026-03-25;Appartement;Standard;3000000;3.0;2026-03-25;1;2026;3;25;Almadies;14.7441857;-17.5175251
Appartement;Chic appartement à Biagui;Virage;300 000 F Cfa;2 chambre;Hier, 10:33;2026-03-25;Appartement;Standard;300000;2.0;2026-03-25;1;2026;3;25;Virage;14.7549112;-17.4955253
Appartement;Mermoz appartement 3 chambres;Mermoz;1 200 000 F Cfa;3 chambre;Hier, 10:31;2026-03-25;Chambre;Standard;1200000;3.0;2026-03-25;1;2026;3;25;Mermoz;14.7074454;-17.474397
Appartement;Duplex de Type F3 à louer;Almadies;550 000 F Cfa;2 chambre;Hier, 10:19;2026-03-25;F3;Standard;550000;2.0;2026-03-25;1;2026;3;25;Almadies;14.7441857;-17.5175251
Appartement;APPARTEMENT LUMINEUX A LOUER A SACRÉ-COEUR 1;Sacré-cœur;1 000 000 F Cfa;3 chambre;Hier, 10:13;2026-03-25;Appartement;Standard;1000000;3.0;2026-03-25;1;2026;3;25;Sacré-Cœur;14.7114619;-17.4688689
Appartement;DAKAR PLATEAU : Appartement à louer – 3 chambres;Plateau;1 300 000 F Cfa;3 chambre;Hier, 09:59;2026-03-25;Chambre;Standard;1300000;3.0;2026-03-25;1;2026;3;25;Plateau;14.6768175;-17.4392915
Appartement;Appartement lumineux avec balcon et climatisation intégrée;Almadies;1 100 000 F Cfa;3 chambre;Hier, 09:57;2026-03-25;Appartement;Standard;1100000;3.0;2026-03-25;1;2026;3;25;Almadies;14.7441857;-17.5175251
Appartement;Duplex au 5 étage à louer Almadies sur la route de King fadh;Almadies 2;2 200 000 F Cfa;3 chambre;Hier, 09:51;2026-03-25;Duplex;Standard;2200000;3.0;2026-03-25;1;2026;3;25;Almadies 2;14.7397763;-17.4730816
Appartement;Appartement à louer aux Almadies de grand standing;Almadies;1 500 000 F Cfa;3 chambre;Hier, 09:35;2026-03-25;Appartement;Standard;1500000;3.0;2026-03-25;1;2026;3;25;Almadies;14.7441857;-17.5175251
Appartement;Appartement à louer aux Almadies, King Fahd Palace;Almadies;2 000 000 F Cfa;4 chambre;Hier, 09:34;2026-03-25;Appartement;Standard;2000000;4.0;2026-03-25;1;2026;3;25;Almadies;14.7441857;-17.5175251
Appartement;Deux chambre à louer par mois;Almadies;450 000 F Cfa;2 chambre;Hier, 08:57;2026-03-25;Chambre;Standard;450000;2.0;2026-03-25;1;2026;3;25;Almadies;14.7441857;-17.5175251
Appartement;Trois chambres à louer par mois;Diamniadio;150 000 F Cfa;3 chambre;Hier, 08:56;2026-03-25;Chambre;Standard;150000;3.0;2026-03-25;1;2026;3;25;Diamniadio;14.7202187;-17.1842439
Appartement;Deux chambres à louer par mois;Ouest foire;250 000 F Cfa;2 chambre;Hier, 08:56;2026-03-25;Chambre;Standard;250000;2.0;2026-03-25;1;2026;3;25;Ouest Foire;14.7493864;-17.4702084
Appartement;Deux chambres à louer par mois;Sacré-cœur;225 000 F Cfa;2 chambre;Hier, 08:55;2026-03-25;Chambre;Standard;225000;2.0;2026-03-25;1;2026;3;25;Sacré-Cœur;14.7114619;-17.4688689
Appartement;Appartement f6 à louer;Mermoz;1 100 000 F Cfa;5 chambre;Hier, 08:38;2026-03-25;F6;Standard;1100000;5.0;2026-03-25;1;2026;3;25;Mermoz;14.7074454;-17.474397
Appartement;Très joli appart F4 sur la corniche de Ouakam;Ouakam;550 000 F Cfa;3 chambre;Hier, 08:19;2026-03-25;F4;Standard;550000;3.0;2026-03-25;1;2026;3;25;Ouakam;14.7247367;-17.4850662
Appartement;Très jolie apt F4 à Ngor Almadies;Ngor;950 000 F Cfa;3 chambre;Hier, 08:19;2026-03-25;F4;Standard;950000;3.0;2026-03-25;1;2026;3;25;Ngor;14.7487915;-17.5149607
Appartement;Grand standing F5 a Fenêtre Mermoz;Mermoz;2 000 000 F Cfa;4 chambre;Hier, 08:18;2026-03-25;F5;Standard;2000000;4.0;2026-03-25;1;2026;3;25;Mermoz;14.7074454;-17.474397
Appartement;Apt F4 très lumineux à Ngor Almadies;Ngor;700 000 F Cfa;3 chambre;Hier, 08:17;2026-03-25;F4;Standard;700000;3.0;2026-03-25;1;2026;3;25;Ngor;14.7487915;-17.5149607
Appartement;Joli appart F4 tout neuf à Mermoz;Mermoz;800 000 F Cfa;3 chambre;Hier, 08:17;2026-03-25;F4;Standard;800000;3.0;2026-03-25;1;2026;3;25;Mermoz;14.7074454;-17.474397
Appartement;Appartement F4 de haut standing au virage;Virage;1 000 000 F Cfa;3 chambre;Hier, 08:17;2026-03-25;F4;Luxe;1000000;3.0;2026-03-25;1;2026;3;25;Virage;14.7549112;-17.4955253
Appartement;Appartement à louer almadies;Ngor;800 000 F Cfa;4 chambre;Hier, 00:25;2026-03-25;Appartement;Standard;800000;4.0;2026-03-25;1;2026;3;25;Ngor;14.7487915;-17.5149607
Appartement;Duplex 4 chambres à louer à ngor;Ngor;600 000 F Cfa;4 chambre;Hier, 00:24;2026-03-25;Chambre;Standard;600000;4.0;2026-03-25;1;2026;3;25;Ngor;14.7487915;-17.5149607
Appartement;Appartement lumineux F4 à louer almadies;Almadies;800 000 F Cfa;3 chambre;Hier, 00:23;2026-03-25;F4;Standard;800000;3.0;2026-03-25;1;2026;3;25;Almadies;14.7441857;-17.5175251
Appartement;Appartement à louer cité Africa;Ouakam;1 400 000 F Cfa;3 chambre;Hier, 00:23;2026-03-25;Appartement;Standard;1400000;3.0;2026-03-25;1;2026;3;25;Ouakam;14.7247367;-17.4850662
Appartement;Appartement à louer à ngor almadies;Almadies;1 150 000 F Cfa;3 chambre;Hier, 00:22;2026-03-25;Appartement;Standard;1150000;3.0;2026-03-25;1;2026;3;25;Almadies;14.7441857;-17.5175251
Appartement;Appartement à louer 3 chambres salon;Almadies;1 600 000 F Cfa;3 chambre;Hier, 00:21;2026-03-25;Chambre;Standard;1600000;3.0;2026-03-25;1;2026;3;25;Almadies;14.7441857;-17.5175251
Appartement;Appartement à louer à mermoz;Mermoz;900 000 F Cfa;3 chambre;Hier, 00:21;2026-03-25;Appartement;Standard;900000;3.0;2026-03-25;1;2026;3;25;Mermoz;14.7074454;-17.474397
Appartement;Studio grand standing sicap liberté 3;Sicap Liberté;600 000 F Cfa;1 chambre;mardi, 22:18;2026-03-24;Studio;Standard;600000;1.0;2026-03-24;2;2026;3;24;Sicap Liberte;14.7229964;-17.4615892
Appartement;Appartement F3 à louer mamelles;Mamelles;300 000 F Cfa;2 chambre;mardi, 22:05;2026-03-24;F3;Standard;300000;2.0;2026-03-24;2;2026;3;24;Mamelles;14.7311563;-17.5003005
Appartement;A louer un grand apartuman de 2chambrsalon kuisine 3toilette;Sicap foire;350 000 F Cfa;2 chambre;mardi, 21:49;2026-03-24;Appartement;Standard;350000;2.0;2026-03-24;2;2026;3;24;Sicap Foire;14.7413339;-17.4652931
Appartement;Appartements à louer en centre ville;Plateau;1 300 000 F Cfa;3 chambre;mardi, 20:30;2026-03-24;Appartement;Standard;1300000;3.0;2026-03-24;2;2026;3;24;Plateau;14.6768175;-17.4392915
Appartement;Magnifique Appartement F4 à louer au point E;Point-e;1 100 000 F Cfa;3 chambre;mardi, 20:30;2026-03-24;F4;Standard;1100000;3.0;2026-03-24;2;2026;3;24;Point E;14.6964782;-17.4641817
Appartement;Appartement F4 moderne lumineux à louer à Mermoz cornichep;Mermoz;1 400 000 F Cfa;3 chambre;mardi, 20:26;2026-03-24;F4;Standard;1400000;3.0;2026-03-24;2;2026;3;24;Mermoz;14.7074454;-17.474397
Appartement;Immeuble R+4 à louer;Zac Mbao;175 000 F Cfa;2 chambre;mardi, 16:59;2026-03-24;Immeuble;Meuble;175000;2.0;2026-03-24;2;2026;3;24;ZAC Mbao;14.7304126;-17.3021447
Appartement;Appartement 3 chambres Dakar quartier Mermoz;Mermoz;1 600 000 F Cfa;3 chambre;mardi, 16:24;2026-03-24;Chambre;Standard;1600000;3.0;2026-03-24;2;2026;3;24;Mermoz;14.7074454;-17.474397
Appartement;Apparemment à louer;Malika;320 000 F Cfa;3 chambre;mardi, 16:22;2026-03-24;Appartement;Standard;320000;3.0;2026-03-24;2;2026;3;24;Malika;14.8014836;-17.3375999
Appartement;Appartement F4 à louer aux Almadies;Almadies;450 000 F Cfa;;mardi, 16:19;2026-03-24;F4;Standard;450000;4.0;2026-03-24;2;2026;3;24;Almadies;14.7441857;-17.5175251
Appartement;Studio entrée salon à louer à la zone de captage;Zone de captage;140 000 F Cfa;1 chambre;mardi, 16:00;2026-03-24;Studio;Standard;140000;1.0;2026-03-24;2;2026;3;24;Zone De Captage;14.7340917;-17.4430318
Appartement;Appartement F4 à louer à Liberté 6 face à la VDN;Liberte 6;600 000 F Cfa;;mardi, 15:42;2026-03-24;F4;Standard;600000;4.0;2026-03-24;2;2026;3;24;Liberte 6;14.7310352;-17.4610459
Appartement;APPARTEMENT F4 à louer;Mamelles;765 200 F Cfa;3 chambre;mardi, 15:11;2026-03-24;F4;Standard;765200;3.0;2026-03-24;2;2026;3;24;Mamelles;14.7311563;-17.5003005
Appartement;Tres bel Appartement à louer à Ngor;Ngor;750 000 F Cfa;3 chambre;mardi, 15:11;2026-03-24;Appartement;Standard;750000;3.0;2026-03-24;2;2026;3;24;Ngor;14.7487915;-17.5149607
Appartement;APPT HAUT STANDING A LOUER AUX ALMADIES;Almadies;1 000 000 F Cfa;3 chambre;mardi, 15:11;2026-03-24;Appartement;Luxe;1000000;3.0;2026-03-24;2;2026;3;24;Almadies;14.7441857;-17.5175251
Appartement;Duplex à louer a ouest foire;Ouest foire;500 000 F Cfa;4 chambre;mardi, 15:10;2026-03-24;Duplex;Standard;500000;4.0;2026-03-24;2;2026;3;24;Ouest Foire;14.7493864;-17.4702084
Appartement;Appartement f4 à louer aux Almadies;Almadies;600 000 F Cfa;3 chambre;mardi, 15:10;2026-03-24;F4;Standard;600000;3.0;2026-03-24;2;2026;3;24;Almadies;14.7441857;-17.5175251
Appartement;Très bel Appartement à louer;Mamelles;600 000 F Cfa;2 chambre;mardi, 15:09;2026-03-24;Appartement;Standard;600000;2.0;2026-03-24;2;2026;3;24;Mamelles;14.7311563;-17.5003005
Appartement;Très bel Appartement F4 à louer;Ngor;1 000 000 F Cfa;3 chambre;mardi, 15:09;2026-03-24;F4;Standard;1000000;3.0;2026-03-24;2;2026;3;24;Ngor;14.7487915;-17.5149607
Appartement;APPARTEMENT F4 A LOUER AUX MAMELLES;Mamelles;850 000 F Cfa;3 chambre;mardi, 15:09;2026-03-24;F4;Standard;850000;3.0;2026-03-24;2;2026;3;24;Mamelles;14.7311563;-17.5003005
Appartement;Appt F4 à louer à yoff;Yoff;600 000 F Cfa;3 chambre;mardi, 15:08;2026-03-24;F4;Standard;600000;3.0;2026-03-24;2;2026;3;24;Yoff;14.7603583;-17.468149
Appartement;APPT F4 à louer aux Mamelles;Mamelles;500 000 F Cfa;3 chambre;mardi, 15:08;2026-03-24;F4;Standard;500000;3.0;2026-03-24;2;2026;3;24;Mamelles;14.7311563;-17.5003005
Appartement;Appartement/ PENTHOUSE F6 A LOUER;Ngor;2 500 000 F Cfa;5 chambre;mardi, 15:08;2026-03-24;Penthouse;Luxe;2500000;5.0;2026-03-24;2;2026;3;24;Ngor;14.7487915;-17.5149607
Appartement;Duplex F5 à louer grand standing;Mamelles;1 500 000 F Cfa;4 chambre;mardi, 14:56;2026-03-24;F5;Standard;1500000;4.0;2026-03-24;2;2026;3;24;Mamelles;14.7311563;-17.5003005
Appartement;APPARTEMENT + STUDIO NEUFS A RUFISQUE CITE DABAKH;Rufisque;130 000 F Cfa;2 chambre;mardi, 14:23;2026-03-24;Studio;Standard;130000;2.0;2026-03-24;2;2026;3;24;Rufisque;14.716417;-17.273844
Appartement;Appartement F4 à louer aux Maristes;Hann maristes;400 000 F Cfa;;mardi, 13:47;2026-03-24;F4;Standard;400000;4.0;2026-03-24;2;2026;3;24;Hann Maristes;14.7302558;-17.432528
Appartement;Appartement F4 à louer aux Maristes;Hann maristes;375 000 F Cfa;;mardi, 13:40;2026-03-24;F4;Standard;375000;4.0;2026-03-24;2;2026;3;24;Hann Maristes;14.7302558;-17.432528
Appartement;Studio à louer aux Maristes;Hann maristes;250 000 F Cfa;1 chambre;mardi, 13:34;2026-03-24;Studio;Standard;250000;1.0;2026-03-24;2;2026;3;24;Hann Maristes;14.7302558;-17.432528
Appartement;APPARTEMENT À LOUER AU POINT E;Point-e;1 100 000 F Cfa;3 chambre;mardi, 13:15;2026-03-24;Appartement;Standard;1100000;3.0;2026-03-24;2;2026;3;24;Point E;14.6964782;-17.4641817
Appartement;Appartement F4 à louer Mermoz,Dakar;Mermoz;1 100 000 F Cfa;3 chambre;mardi, 13:09;2026-03-24;F4;Standard;1100000;3.0;2026-03-24;2;2026;3;24;Mermoz;14.7074454;-17.474397
Appartement;STUDIO F2 À LOUER À NGOR;Ngor;200 000 F Cfa;1 chambre;mardi, 12:50;2026-03-24;F2;Standard;200000;1.0;2026-03-24;2;2026;3;24;Ngor;14.7487915;-17.5149607
